Country,Year,GHG,GHG_Cum,GHG_per_capita,Population,Final_Rank
Venezuela,1991,172.78,343.9583,8.497831056,20332247,25
Venezuela,1992,176.63,520.5898,8.492042899,20799471,25
Venezuela,1993,182.96,703.5473,8.604216122,21263994,25
Venezuela,1994,185.41,888.9557,8.533697173,21726808,25
Venezuela,1995,193.8,1082.7535,8.734186919,22188671,25
Venezuela,1996,208.48,1291.233,9.204735246,22649212,25
Venezuela,1997,215.07,1506.2995,9.307165141,23108003,25
Venezuela,1998,213.12,1719.4238,9.043639379,23565734,25
Venezuela,1999,202.39,1921.814,8.424718363,24023355,25
Venezuela,2000,213.07,2134.8792,8.703314755,24481477,25
Venezuela,2001,217.45,2352.3339,8.718847462,24940223,25
Venezuela,2002,217.99,2570.3209,8.582573042,25399143,25
Venezuela,2003,215.63,2785.9515,8.339149493,25857553,25
Venezuela,2004,220.11,3006.0589,8.364595269,26314483,25
Venezuela,2005,237.05,3243.109,8.855354389,26769115,25
Venezuela,2006,226.65,3469.7629,8.326222461,27221228,25
Venezuela,2007,229.96,3699.7191,8.310607998,27670659,25
Venezuela,2008,263.27,3962.9905,9.363469048,28116716,25
Venezuela,2009,262.69,4225.6769,9.198277773,28558607,25
Venezuela,2010,263.45,4489.1288,9.085815867,28995745,25
Venezuela,2011,248.39,4737.5209,8.440706627,29427631,25
Venezuela,2012,253.83,4991.3482,8.502310459,29854238,25
Venezuela,2013,268.43,5259.7756,8.866085382,30276045,25
Vietnam,1990,70.51,70.513,1.068063081,66016700,30
Vietnam,1991,73.52,144.0317,1.093357762,67242400,30
Vietnam,1992,76.21,220.239,1.113365795,68450100,30
Vietnam,1993,83.05,303.2897,1.19248469,69644500,30
Vietnam,1994,88.98,392.2713,1.256344909,70824500,30
Vietnam,1995,94.17,486.4398,1.307998417,71995500,30
Vietnam,1996,102.1,588.5391,1.395634303,73156700,30
Vietnam,1997,109.84,698.3781,1.478193815,74306900,30
Vietnam,1998,119.29,817.6635,1.580915046,75456300,30
Vietnam,1999,122.95,940.6092,1.605160536,76596700,30
Vietnam,2000,130.87,1071.476,1.685797794,77630900,30
Vietnam,2001,135.65,1207.126,1.725376969,78620500,30
Vietnam,2002,149.26,1356.3901,1.87659437,79537700,30
Vietnam,2003,156.53,1512.9231,1.94525982,80467400,30
Vietnam,2004,175.07,1687.9965,2.149775776,81436400,30
Vietnam,2005,182.14,1870.1317,2.210648836,82392100,30
Vietnam,2006,187.75,2057.8847,2.253598556,83311200,30
Vietnam,2007,199.72,2257.6001,2.371450453,84218500,30
Vietnam,2008,212.31,2469.9093,2.494281515,85118700,30
Vietnam,2009,231.51,2701.4153,2.69119442,86025000,30
Vietnam,2010,247.89,2949.3073,2.851522733,86932500,30
Vietnam,2011,247.25,3196.5594,2.814126517,87860300,30
Vietnam,2012,245.6,3442.1618,2.765479252,88809200,30
Vietnam,2013,256.76,3698.9224,2.860532868,89759500,30
