Country,Year,GHG,GHG_previous,GHG_Cum,GHG_per_capita,Population,Final_Rank
Venezuela,2011,248.39,263.45,4737.5209,8.440706627,29427631,25
Venezuela,2012,253.83,248.39,4991.3482,8.502310459,29854238,25
Venezuela,2013,268.43,253.83,5259.7756,8.866085382,30276045,25
Vietnam,1990,70.51,0,70.513,1.068063081,66016700,30
Vietnam,1991,73.52,70.51,144.0317,1.093357762,67242400,30
Vietnam,1992,76.21,73.52,220.239,1.113365795,68450100,30
Vietnam,1993,83.05,76.21,303.2897,1.19248469,69644500,30
Vietnam,1994,88.98,83.05,392.2713,1.256344909,70824500,30
Vietnam,1995,94.17,88.98,486.4398,1.307998417,71995500,30
Vietnam,1996,102.1,94.17,588.5391,1.395634303,73156700,30
Vietnam,1997,109.84,102.1,698.3781,1.478193815,74306900,30
Vietnam,1998,119.29,109.84,817.6635,1.580915046,75456300,30
Vietnam,1999,122.95,119.29,940.6092,1.605160536,76596700,30
Vietnam,2000,130.87,122.95,1071.476,1.685797794,77630900,30
Vietnam,2001,135.65,130.87,1207.126,1.725376969,78620500,30
Vietnam,2002,149.26,135.65,1356.3901,1.87659437,79537700,30
Vietnam,2003,156.53,149.26,1512.9231,1.94525982,80467400,30
Vietnam,2004,175.07,156.53,1687.9965,2.149775776,81436400,30
Vietnam,2005,182.14,175.07,1870.1317,2.210648836,82392100,30
Vietnam,2006,187.75,182.14,2057.8847,2.253598556,83311200,30
Vietnam,2007,199.72,187.75,2257.6001,2.371450453,84218500,30
Vietnam,2008,212.31,199.72,2469.9093,2.494281515,85118700,30
Vietnam,2009,231.51,212.31,2701.4153,2.69119442,86025000,30
Vietnam,2010,247.89,231.51,2949.3073,2.851522733,86932500,30
Vietnam,2011,247.25,247.89,3196.5594,2.814126517,87860300,30
Vietnam,2012,245.6,247.25,3442.1618,2.765479252,88809200,30
Vietnam,2013,256.76,245.6,3698.9224,2.860532868,89759500,30
